Id,loan_date,loan_duration,loan_payments,Predicted,account_frequency,account_district_region,account_district_no_inhabitants,account_district_no_municipalities_0_499,account_district_no_municipalities_500_1999,account_district_no_municipalities_2000_9999,account_district_no_municipalities_10000_plus,account_district_no_cities,account_district_ratio_urban_inhabitants,account_district_average_salary,account_district_unemployment_rate_95,account_district_unemployment_rate_96,account_district_no_enterpreneurs_per_1000_inhabitants,account_district_no_crimes_95,account_district_no_crimes_96,owner_card_type,owner_district_region,owner_district_no_inhabitants,owner_district_no_municipalities_0_499,owner_district_no_municipalities_500_1999,owner_district_no_municipalities_2000_9999,owner_district_no_municipalities_10000_plus,owner_district_no_cities,owner_district_ratio_urban_inhabitants,owner_district_average_salary,owner_district_unemployment_rate_95,owner_district_unemployment_rate_96,owner_district_no_enterpreneurs_per_1000_inhabitants,owner_district_no_crimes_95,owner_district_no_crimes_96,count_trans_credits,count_trans_withdrawals,count_trans_credit_cash,count_trans_withdrawal_cash,count_trans_withdrawal_card,count_trans_collection_other_bank,count_trans_remittance_other_bank,count_trans_ksymbol_interest_credited,count_trans_ksymbol_household,count_trans_ksymbol_payment_for_statement,count_trans_ksymbol_insurance_payment,count_trans_ksymbol_sanction_interest_if_negative_balance,count_trans_ksymbol_oldage_pension,last_trans_balance,mean_trans_balance,mean_trans_amount_absolute,mean_trans_amount_credit,mean_trans_amount_withdrawal,mean_trans_amount_signed,owner_male,owner_age,account_age_months,has_disponent
5895,970103,60,1566,,2,3,-0.9122462855020526,1.3150324623784202,-0.16507719566952575,0.12787289910548644,1,-0.07616868697254062,-0.7374812387077428,-0.8866598681483506,-0.29702137924423816,-0.26462545577992824,0.38640218571387003,-0.5408424435696403,-0.5459109678913945,0,3,-0.8886825494773711,1.2817053892707961,-0.18592130421817218,0.08554896132910504,1,-0.10549126781476373,-0.7128690941052218,-0.8600675125299254,-0.31829605302005587,-0.2879846175411197,0.4542191638030903,-0.4912059418079895,-0.4972925615628581,0.14781554908695435,0.6126856419898754,16,0.36395391016518297,0,-0.6480072684109491,0.8737510287347614,0.3031657478632474,0.8051342782605588,10,0,-0.21115394209236657,0,0.5161227933821938,54520.20224719101,-0.24389225135877224,12769.22,-0.5245011219211749,-0.06192726732052184,1,-0.14032841686700284,0.40977588946296034,0
7122,970104,36,7240,,2,7,-1.4998382895256384,0.7402697897684904,-0.3486206539054729,-0.3231196912880569,1,0.27082199812458857,-0.7910298865092631,-0.7171881990035387,-0.9083175673135859,-1.0071780127603096,-0.9516635817730242,-0.9981205033593711,-0.9434647636699495,0,7,-1.4907289588506847,0.7064462654601488,-0.36923449394831387,-0.35984880559068033,1,0.24401515484425154,-0.7672345917068207,-0.6854960662713661,-0.940773608146131,-1.034551776421694,-0.9224728209723159,-0.9606111191920451,-0.9073319359356068,0.08254014145839991,0.3407977908547349,14,-0.23584275195726606,0,-0.6480072684109491,0.8737510287347614,0.42863160131307104,0.8051342782605588,7,0,4.735881272643079,0,-1.950597822164795,31518.18205128205,-0.5356363840825572,9526.772413793104,-0.5937578688986572,-1.474755928726914,0,0.8984916691067811,0.782093041107977,0
6173,970108,48,4845,,0,6,0.3317908614662443,0.8552223242904764,0.3243720262930001,1.0298580798925732,1,1.311794053415976,0.299415305085329,0.3327993163501874,-0.7425423298710547,-0.7989010760463001,0.5118458514157664,0.05415643050497978,-0.1441322018364686,0,6,0.3791678061265724,0.8214980902222783,0.302913868395539,0.9763444951686757,1,1.2925344228212974,0.339844632180283,0.39608789424362106,-0.771966135569572,-0.8251487928332403,0.5832840373757847,0.11957243701197462,-0.08289552745383684,0.8859406861099172,2.1250139423437515,3,1.4502189792853244,0,1.543192567040508,0.8737510287347614,0.9794885794875395,0.8051342782605588,16,0,-0.21115394209236657,0,0.35952137216502306,40175.6125,-0.4599284574957699,15302.486046511627,-0.8257527168238246,-0.8626349524416139,0,1.6975840429327689,1.5267273443980103,0
6142,970121,60,3698,,2,2,-0.8322999460972554,0.6253172552465044,0.07964741531173719,-0.3231196912880569,2,0.27082199812458857,-0.6498561786688922,-0.5116116959974407,0.27801147563456513,0.22437256954861567,1.097249624691282,0.02880933579528441,-0.3821431247176175,0,2,-0.8069096886372013,0.5913944406980193,0.05849628208868341,-0.35984880559068033,2,0.24401515484425154,-0.6239073707571514,-0.4737333118968528,0.2672548674799064,0.20365717001438066,1.1855867807150242,0.09355313161637775,-0.32838142382401875,-0.5045506332709236,0.3692337281104718,2,-0.23584275195726606,0,1.543192567040508,0.8737510287347614,-0.44152474155666827,0.8051342782605588,5,0,-0.21115394209236657,0,0.04960056640066765,44440.91267605633,-0.6752914747945793,11797.642857142857,-0.957888454801976,-0.07804632279626604,0,1.3779470934023739,-0.3348584138270729,1
5358,970121,12,3210,,2,3,-0.5434095905118749,1.3725087296394132,0.20200972080236865,-0.09762339609128523,2,0.6178126832217177,-0.46486994080909516,-0.8881335348365664,-0.22967518903320258,-0.24198665831101415,-1.4952527998145755,-1.0753777249262182,-1.0285354545618441,0,3,-0.5117254734038451,1.3392313016518609,0.1807050752421112,-0.13714992213078764,2,0.5935215775032668,-0.4360992881334462,-0.8615855251060868,-0.24971801728582138,-0.2652234236728095,-1.4817539397873252,-1.0399172197525242,-0.9950743578195627,1.3104442943233974,0.6894071516567268,33,0.5913595892316246,0,-0.6480072684109491,0.8737510287347614,0.8779497309334319,0.8051342782605588,15,0,-0.21115394209236657,0,-1.203768395070351,20231.313157894736,-2.0964990994925308,2736.026923076923,-1.7419564382759118,-1.6847417544899377,1,1.6975840429327689,1.340568768575502,0
6095,970124,60,1139,,2,2,0.11940028706282625,0.6827935225074975,0.4467343317836316,0.12787289910548644,2,0.27082199812458857,-0.06082105285216998,0.11764397987068702,0.9255709968944728,0.713370594877155,-0.5753325846673354,-0.06980990981207408,0.04614565515069819,0,2,0.16349159558347,0.648920353079084,0.4251226615489668,0.08554896132910504,2,0.24401515484425154,-0.025886897139563585,0.1744580581240588,0.9266590572321101,0.6952989575698764,-0.5352782002542331,-0.0076815186948363725,0.11335819786454654,0.730880286537559,0.9781271373569818,21,1.0423218632729176,0,-0.6480072684109491,0.8737510287347614,0.8779497309334319,0.8051342782605588,15,0,-0.21115394209236657,0,0.3766105718522841,41735.4201754386,-0.0012687787678194592,13463.015,-0.2622691777070568,-0.3926433070824804,1,0.5788547195763861,1.5267273443980103,0
6878,970124,12,1932,,2,0,0.21851724810612644,-0.5242080899733552,0.9361835537461575,3.2848210318602895,3,0.9648033683188468,-1.0052244777153438,-0.6435048645927509,0.45414766541726004,0.4643438227191048,-0.2826306980295771,-0.7493733914670748,-0.775922385907385,0,0,0.26418792859457846,-0.5591238069232756,0.913957834162678,3.2033333297676023,3,0.943028000162282,-0.9846965821132163,-0.6095954374632968,0.44661280709250584,0.4449258250184687,-0.23412682858461278,-0.705267177619021,-0.7345277205359095,0.33514703716266236,-0.4661139505703598,15,-0.28364593655661074,0,-0.6480072684109491,-1.1444907841173633,0.772494556716611,-1.2420288478593116,5,0,-0.21115394209236657,0,0.2881393921267772,36729.80172413793,-1.9495108854601861,3018.0060606060606,-1.6477954185807748,0.21863812601329263,0,-1.4987854523711819,-0.3348584138270729,0
6554,970129,48,8127,,2,3,-0.28468976717870403,0.25172151805005005,-0.10389604292421001,0.3533691943022581,3,1.6587847385131052,0.23613053950171423,-0.9021333683746161,-0.5508647115781169,-0.5272355064193314,-0.2408161427956116,-0.6188693988612596,-0.7423562794396836,0,3,-0.24780432121456836,0.21747601022109844,-0.12481690764145828,0.3082478447889977,3,1.6420408454803126,0.2755944986511206,-0.87600664457962,-0.5767824954029145,-0.5520144664135179,-0.1911052040603813,-0.5713021896057563,-0.6999074365836673,-1.6372041976346554,-1.5067528863639799,6,-1.461427994976963,0,-0.6480072684109491,-1.1444907841173633,-1.5560417015617038,-1.2420288478593116,0,0,-0.21115394209236657,0,0.29586583573348235,44346.15625,1.0490324818128343,13407.8,1.4161825691398011,1.5144872308147737,1,-1.4188762149885832,-1.2656512929396144,1
6793,970130,60,3105,,1,0,-0.7211370648898748,-0.03565981825491489,0.8750024010008417,-0.09762339609128523,1,-0.07616868697254062,-0.8835230054391616,-0.9618168692473542,0.4852305224377358,0.47339934170667036,-0.53351802943337,-1.0317677179032492,-1.0538268172512204,0,0,-0.6932670678097062,-0.07015355168422525,0.8528534375859641,-0.13714992213078764,1,-0.10549126781476373,-0.8611386330186733,-0.937486153914156,0.4782642082006118,0.45403030256579274,-0.49225657573000164,-0.9951506654775394,-1.0211600213053733,1.3977615636186809,0.7641847826418716,31,0.6279343349584775,0,-0.6480072684109491,0.8737510287347614,1.263634881994794,0.8051342782605588,9,0,-0.21115394209236657,0,-0.6581596888298273,62765.8655462185,0.8318027844456731,14436.055555555557,0.8109295342946148,-1.0392266038766833,1,1.0583101438719786,0.03745873781794374,0
7286,970131,36,1870,,2,2,-0.5485049751229114,0.7402697897684904,0.5079154845289473,-0.3231196912880569,1,0.27082199812458857,-0.839710475419736,-0.21098369160142655,0.5163133794582112,0.4326495062626251,-0.19900158756164668,-0.5030931254183572,-0.3223201143952878,0,2,-0.516927552127947,0.7064462654601488,0.4862270581256807,-0.35984880559068033,1,0.24401515484425154,-0.8166577713446379,-0.16405874635993015,0.5099156093087174,0.4130601536028345,-0.14808357953615042,-0.4524555031994146,-0.2666796114249589,0.6230118924844765,0.9550648836172644,7,0.2445249580723642,0,1.543192567040508,0.8737510287347614,0.42863160131307104,0.8051342782605588,11,0,-0.21115394209236657,0,-1.1335422284869103,26491.78018018018,-1.5318280094061958,5736.168421052632,-1.4709669581350726,-1.2735740885832734,1,-0.8595115533103918,0.782093041107977,0
